slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
mboizzz,bois,boys,"Digunakan sebagai istilah akrab atau slang untuk merujuk kepada teman laki-laki, sering kali dalam suasana santai atau ceria.","Used as a friendly or slang term to refer to male friends, often in a casual or cheerful context.","Mboizzz, ayo kita nongkrong di kafe.","Hey boys, let's hang out at the cafe.",positive
suda,sudah,already,"Digunakan dalam percakapan sehari-hari untuk mengekspresikan bahwa sesuatu telah terjadi atau selesai, sering kali dengan nada santai atau akrab.","Used in everyday conversation to express that something has happened or is finished, often with a casual or familiar tone.","Gue suda makan siang, jadi gak bisa ikut.","I've already had lunch, so I can't join.",neutral
kayaq,kayak,like,"Merupakan variasi dari 'kayak', digunakan dalam percakapan santai untuk menunjukkan perbandingan atau kesamaan.","A variation of 'kayak', used in casual conversations to indicate comparison or similarity.",Dia kayaq artis terkenal.,She is like a famous artist.,neutral
ema,emak,mom,"Digunakan sebagai bentuk akrab atau sayang untuk menyebut ibu, sering kali dalam konteks yang santai atau informal.","Used as an affectionate or informal term for mother, often in casual or relaxed contexts.","Ema, aku pulang sekolah!","Mom, I'm home from school!",positive
dirumahny,dirumahnya,at his/her house,"Digunakan dalam percakapan sehari-hari untuk merujuk pada lokasi di rumah seseorang, sering kali dalam konteks santai atau akrab.","Used in everyday conversation to refer to a location at someone's house, often in a casual or familiar context.",Kita kumpul di dirumahny nanti malam.,We're gathering at his/her house later tonight.,neutral
yuh,tuh,that,Digunakan untuk menunjukkan sesuatu dengan nada akrab atau santai.,Used to point out something in a casual or familiar tone.,"Yuh, itu keren banget!",That’s really cool!,positive
apus,hapus,delete,"Digunakan dalam konteks yang lebih santai atau informal untuk menyatakan tindakan menghapus sesuatu, seperti pesan, gambar, atau data.","Used in a more casual or informal context to express the action of deleting something, such as a message, image, or data.",Aku harus apus foto-foto lama di ponsel.,I need to delete old photos on my phone.,neutral
siapayahh,siapa ya,"who, I wonder",Digunakan ketika seseorang ingin bertanya tentang identitas atau keberadaan seseorang namun dengan nada santai atau tidak formal.,Used when someone wants to inquire about the identity or whereabouts of someone in a casual or informal tone.,Siapayahh dia sekarang?,"Who, I wonder, is he now?",neutral
kostom,kostum,costume,"Digunakan dalam konteks informal untuk merujuk pada pakaian yang dikenakan pada acara tertentu, terutama pesta atau perayaan, sering kali dengan nuansa menyenangkan.","Used informally to refer to clothing worn for specific events, especially parties or celebrations, often with a fun connotation.",Ayo kita pakai kostom yang unik untuk pesta Halloween nanti!,Let's wear unique costumes for the Halloween party later!,positive
gnii,begini,like this,"Digunakan untuk memberikan penjelasan atau menunjukkan cara sesuatu dilakukan, sering kali dalam situasi santai atau akrab.","Used to provide explanations or demonstrate how something is done, often in casual or familiar situations.","Gnii, kamu tinggal klik tombol itu.","Like this, you just need to click that button.",neutral
atuu,satu,one,"Digunakan dalam percakapan santai atau informal, sering kali untuk mengekspresikan kedekatan atau keakraban antar teman.","Used in casual or informal conversations, often to express closeness or familiarity among friends.","Atuu, kita berangkat jam satu ya!","Alright, we'll leave at one o'clock!",positive
pipinyaaa,pipinya,her cheeks,"Digunakan untuk mengekspresikan kekaguman atau kasih sayang terhadap pipi seseorang, sering kali dalam konteks yang lucu atau menggemaskan.","Used to express admiration or affection for someone's cheeks, often in a cute or endearing context.","Aduh, pipinyaaa lucu banget!","Oh my, her cheeks are so cute!",positive
bungkuuuuuuuuusss,bungkus,wrapped up / packed,"Digunakan untuk menyatakan bahwa sesuatu telah selesai atau ditutup, sering kali dengan nuansa humor atau sarkasme.","Used to express that something has been completed or concluded, often with a humorous or sarcastic nuance.","Akhirnya, tugas itu bungkuuuuuuuuusss!","Finally, that assignment is wrapped up!",positive
iiiihhhhhj,ih,eww,"Digunakan untuk mengekspresikan rasa jijik atau ketidaksukaan terhadap sesuatu, sering muncul dalam situasi yang mengejutkan atau menjijikkan.","Used to express disgust or dislike towards something, often appearing in surprising or gross situations.","Aduh, iiiihhhhhj lihat makanan itu!","Yuck, ewww, look at that food!",negative
emeessss,gemas,adorable,"Digunakan untuk menggambarkan sesuatu atau seseorang yang sangat menggemaskan, sering kali disertai dengan rasa kasih sayang atau keinginan untuk memeluk.","Used to describe something or someone that is extremely cute, often accompanied by feelings of affection or a desire to cuddle.",Anak kucingnya emeessss banget!,Her kitten is so adorable!,positive
pipine,pipinya,the cheeks,"Istilah slang yang digunakan untuk menyebut bagian pipi seseorang, sering kali dengan nuansa yang lebih santai atau akrab.","A slang term used to refer to someone's cheeks, often in a more casual or familiar tone.",Lucu banget deh pipine dia.,Her cheeks are so cute.,positive
glembeeeer,gelambir,loose or flabby skin,"Digunakan untuk menggambarkan kondisi fisik yang tidak kencang, seringkali merujuk pada bagian tubuh yang mengendur akibat usia atau penurunan berat badan.","Used to describe a physical condition that is not tight, often referring to body parts that sag due to aging or weight loss.","Setelah diet ketat, dia merasa kulitnya jadi glembeeeer.","After the strict diet, he felt his skin became loose.",negative
lucunaaa,lucunya,how funny,Digunakan untuk mengekspresikan rasa lucu atau menghibur saat melihat sesuatu yang menggelikan.,Used to express amusement or entertainment when encountering something funny.,"Lucunaaa, video itu bikin aku ketawa!","How funny, that video made me laugh!",positive
cubanget,lucu banget,very funny,"Digunakan untuk mengekspresikan bahwa sesuatu sangat menghibur atau lucu, sering kali dalam konteks santai atau informal.","Used to express that something is very entertaining or funny, often in casual or informal contexts.","Komedinya cubanget, bikin aku ngakak terus.","The comedy is very funny, it keeps making me laugh.",positive
pengenn,ingin,want,"Digunakan dalam bentuk informal untuk menyatakan keinginan atau harapan, sering kali dalam situasi santai atau akrab.","Used informally to express desire or wish, often in casual or familiar situations.",Aku pengenn makan pizza malam ini.,I want to eat pizza tonight.,positive
unyuuk,unyu,cute,"Digunakan untuk menggambarkan sesuatu yang menggemaskan atau lucu, sering kali dalam konteks yang emosional atau positif.","Used to describe something adorable or endearing, often in an emotional or positive context.",Kucingnya unyuuk banget!,The kitten is so cute!,positive
dedek,adek,younger sibling,"Digunakan sebagai panggilan akrab untuk adik, sering kali dengan nuansa kasih sayang.","Used as an affectionate term for a younger sibling, often carrying a sense of endearment.","Dedek, ayo kita main bareng!","Little sibling, let's play together!",positive
lucunyah,lucunya,how funny,Digunakan untuk mengekspresikan kekaguman atau tawa terhadap sesuatu yang lucu atau menyenangkan.,Used to express admiration or laughter towards something funny or amusing.,Lucunyah cara dia menari!,How funny his dancing is!,positive
mantaaap,mantap,awesome,Digunakan untuk mengekspresikan kekaguman atau persetujuan yang sangat positif terhadap sesuatu.,Used to express admiration or strong approval for something.,Pelajaran hari ini mantaaap banget!,Today's lesson was awesome!,positive
keduaa,kedua,second,"Digunakan dalam konteks informal untuk merujuk pada urutan kedua, sering digunakan dalam percakapan santai.","Used informally to refer to the second in order, often in casual conversations.",Dia juara keduaa dalam lomba itu.,He came in second in that competition.,neutral
seterong,setrong,cool / awesome,Digunakan untuk menyatakan kekaguman atau pengakuan terhadap sesuatu yang dianggap keren atau hebat.,Used to express admiration or acknowledgment of something considered cool or impressive.,Aksi dia di panggung malam ini benar-benar seterong!,His performance on stage tonight was truly awesome!,positive
teyuss,terus,keep going,Digunakan dalam percakapan santai untuk mendorong seseorang agar terus melanjutkan apa yang mereka lakukan atau bicarakan.,Used in casual conversations to encourage someone to keep going with what they are doing or saying.,"Ayo, teyuss aja, jangan berhenti!","Come on, just keep going, don't stop!",positive
dimasukin,dimasuki,to be inserted / to be put in,"Digunakan dalam konteks informal untuk menggambarkan situasi di mana seseorang atau sesuatu dimasukkan ke dalam suatu tempat atau kondisi, sering kali dengan nuansa yang lebih santai atau akrab.","Used in informal contexts to describe a situation where someone or something is put into a place or condition, often with a more casual or familiar nuance.",Dia bilang mau dimasukin ke grup WhatsApp.,He said he wants to be added to the WhatsApp group.,neutral
jelekin,menjelekkan,to speak ill of / to badmouth,"Digunakan untuk menyebut tindakan merendahkan atau mencemooh seseorang, biasanya dalam konteks percakapan santai atau informal.","Used to describe the act of belittling or disparaging someone, often in casual or informal conversations.","Jangan jelekin dia, dia sudah berusaha keras.","Don't badmouth him, he has worked hard.",negative
jahatin,menjahati,to harm,"Digunakan untuk menggambarkan tindakan yang merugikan atau menyakiti orang lain, seringkali dalam konteks yang lebih santai atau bercanda.","Used to describe actions that harm or hurt others, often in a more casual or joking context.",Dia jahatin temannya karena cemburu.,He harmed his friend out of jealousy.,negative
qo,kok,why,Digunakan untuk mengekspresikan kebingungan atau ketidakpuasan terhadap situasi tertentu.,Used to express confusion or dissatisfaction about a particular situation.,Qo dia bisa gitu sih?,Why can he do that?,negative
nulis,menulis,to write,"Digunakan dalam konteks santai atau informal untuk menyebutkan aktivitas menulis, sering kali dalam percakapan sehari-hari.","Used in casual or informal contexts to refer to the act of writing, often in everyday conversations.",Aku nulis cerita baru kemarin.,I wrote a new story yesterday.,positive
nyebutin,menyebutkan,to mention,Digunakan dalam percakapan sehari-hari ketika seseorang ingin merujuk pada sesuatu atau seseorang dengan cara yang santai.,Used in everyday conversation when someone wants to refer to something or someone in a casual manner.,Dia nyebutin nama kamu di acara tadi.,He mentioned your name at the event earlier.,neutral
